Student_ID,Student_Seq,Gender,College,Course,Semester,Year,Year_Numeric,Sem_Numeric,GWA,Avg_Grade,Std_Grade,Sub_Count,Min_Grade,Max_Grade,is_inc,is_drop,fail_count,fail_rate,inc_rate,drop_rate,is_irregular
54_CCST_Bachelor_of_Science_in_Computer_Science_2sem_2024-2025,54,1,CCST,Bachelor of Science in Computer Science,2sem,2024-2025,2024.0,2,1.75,1.75,0.2041241452319315,4,1.5,2.0,0,0,0,0.0,0,0,0
54_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_2sem_2024-2025,54,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2sem,2024-2025,2024.0,2,1.43,1.4285714285714286,0.2781743201320934,7,1.0,1.75,0,0,0,0.0,0,0,0
54_CCST_Bachelor_of_Science_in_Information_Technology_2sem_2024-2025,54,1,CCST,Bachelor of Science in Information Technology,2sem,2024-2025,2024.0,2,1.59,1.59375,0.42125450400305176,8,1.0,2.25,0,0,0,0.0,0,0,0
54_CEA_Bachelor_of_Science_in_Architecture_2sem_2024-2025,54,0,CEA,Bachelor of Science in Architecture,2sem,2024-2025,2024.0,2,1.7,1.7045454545454546,0.5101247619232698,11,1.0,2.75,0,0,0,0.0,0,0,0
54_CEA_Bachelor_of_Science_in_Civil_Engineering_2sem_2024-2025,54,0,CEA,Bachelor of Science in Civil Engineering,2sem,2024-2025,2024.0,2,2.96,2.9583333333333335,1.638724097176418,6,1.25,5.0,1,0,2,0.3333333333333333,1,0,1
54_CEA_Bachelor_of_Science_in_Computer_Engineering_2sem_2024-2025,54,0,CEA,Bachelor of Science in Computer Engineering,2sem,2024-2025,2024.0,2,2.04,2.0416666666666665,0.33229003395628137,6,1.5,2.5,0,0,0,0.0,0,0,0
54_CEA_Bachelor_of_Science_in_Electrical_Engineering_2sem_2024-2025,54,1,CEA,Bachelor of Science in Electrical Engineering,2sem,2024-2025,2024.0,2,5.0,5.0,0.0,4,5.0,5.0,1,0,4,1.0,1,0,1
54_CEA_Bachelor_of_Science_in_Electronics_Engineering_2sem_2024-2025,54,0,CEA,Bachelor of Science in Electronics Engineering,2sem,2024-2025,2024.0,2,1.97,1.9722222222222223,0.8239049972202162,9,1.0,3.0,0,0,3,0.3333333333333333,0,0,0
54_CEA_Bachelor_of_Science_in_Industrial_Engineering_2sem_2024-2025,54,0,CEA,Bachelor of Science in Industrial Engineering,2sem,2024-2025,2024.0,2,1.62,1.625,0.5432668671002208,10,1.0,2.75,0,0,0,0.0,0,0,0
54_CEA_Bachelor_of_Science_in_Mechanical_Engineering_2sem_2024-2025,54,0,CEA,Bachelor of Science in Mechanical Engineering,2sem,2024-2025,2024.0,2,1.55,1.5454545454545454,0.40028399009612253,11,1.0,2.25,0,0,0,0.0,0,0,0
54_COAS_Bachelor_of_Arts_in_Communication_2sem_2024-2025,54,0,COAS,Bachelor of Arts in Communication,2sem,2024-2025,2024.0,2,3.88,3.875,1.299038105676658,4,2.75,5.0,1,0,2,0.5,1,0,1
54_CTEC_Bachelor_of_Science_in_Industrial_Technology_2sem_2024-2025,54,1,CTEC,Bachelor of Science in Industrial Technology,2sem,2024-2025,2024.0,2,1.25,1.25,,1,1.25,1.25,0,0,0,0.0,0,0,0
54_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_2sem_2024-2025,54,0,CTEC,Bachelor of Technical-Vocational Teacher Education,2sem,2024-2025,2024.0,2,1.38,1.375,0.1767766952966369,2,1.25,1.5,0,0,0,0.0,0,0,0
550_CAHS_Bachelor_of_Science_in_Nursing_2sem_2024-2025,550,1,CAHS,Bachelor of Science in Nursing,2sem,2024-2025,2024.0,2,2.42,2.4166666666666665,1.2812754062521712,6,1.75,5.0,1,0,1,0.16666666666666666,1,0,1
550_CBA_Bachelor_of_Science_in_Hospitality_Management_2sem_2024-2025,550,0,CBA,Bachelor of Science in Hospitality Management,2sem,2024-2025,2024.0,2,3.34,3.34375,1.8416680133586976,8,1.0,5.0,1,0,4,0.5,1,0,1
550_CBA_Bachelor_of_Science_in_Tourism_Management_2sem_2024-2025,550,0,CBA,Bachelor of Science in Tourism Management,2sem,2024-2025,2024.0,2,1.64,1.6388888888888888,0.5319643889501544,9,1.0,2.5,0,0,0,0.0,0,0,0
550_CCST_Bachelor_of_Science_in_Information_Technology_2sem_2024-2025,550,0,CCST,Bachelor of Science in Information Technology,2sem,2024-2025,2024.0,2,1.93,1.9285714285714286,1.3822858914545448,7,1.25,5.0,1,0,1,0.14285714285714285,1,0,1
550_CEA_Bachelor_of_Science_in_Architecture_2sem_2024-2025,550,0,CEA,Bachelor of Science in Architecture,2sem,2024-2025,2024.0,2,1.41,1.4090909090909092,0.37537859676477414,11,1.0,2.25,0,0,0,0.0,0,0,0
550_CEA_Bachelor_of_Science_in_Civil_Engineering_2sem_2024-2025,550,0,CEA,Bachelor of Science in Civil Engineering,2sem,2024-2025,2024.0,2,2.02,2.022727272727273,0.5414626655475132,11,1.25,3.0,0,0,1,0.09090909090909091,0,0,0
550_CEA_Bachelor_of_Science_in_Mechanical_Engineering_2sem_2024-2025,550,0,CEA,Bachelor of Science in Mechanical Engineering,2sem,2024-2025,2024.0,2,1.4,1.4,0.39440531887330776,10,1.0,2.25,0,0,0,0.0,0,0,0
550_CTEC_Bachelor_of_Science_in_Industrial_Technology_2sem_2024-2025,550,1,CTEC,Bachelor of Science in Industrial Technology,2sem,2024-2025,2024.0,2,1.56,1.5555555555555556,0.34860834438919813,9,1.25,2.25,0,0,0,0.0,0,0,0
551_CAHS_Bachelor_of_Science_in_Nursing_2sem_2024-2025,551,0,CAHS,Bachelor of Science in Nursing,2sem,2024-2025,2024.0,2,2.0,2.0,0.9013878188659973,3,1.25,3.0,0,0,1,0.3333333333333333,0,0,0
551_CBA_Bachelor_of_Science_in_Hospitality_Management_2sem_2024-2025,551,0,CBA,Bachelor of Science in Hospitality Management,2sem,2024-2025,2024.0,2,1.5,1.5,,1,1.5,1.5,0,0,0,0.0,0,0,0
551_CBA_Bachelor_of_Science_in_Tourism_Management_2sem_2024-2025,551,0,CBA,Bachelor of Science in Tourism Management,2sem,2024-2025,2024.0,2,1.5,1.5,0.22360679774997896,6,1.25,1.75,0,0,0,0.0,0,0,0
551_CCST_Bachelor_of_Science_in_Information_Technology_2sem_2024-2025,551,0,CCST,Bachelor of Science in Information Technology,2sem,2024-2025,2024.0,2,4.08,4.083333333333333,1.4469796128487782,9,1.25,5.0,1,0,7,0.7777777777777778,1,0,1
551_CEA_Bachelor_of_Science_in_Architecture_2sem_2024-2025,551,1,CEA,Bachelor of Science in Architecture,2sem,2024-2025,2024.0,2,1.64,1.6363636363636365,0.37688918072220456,11,1.25,2.25,0,0,0,0.0,0,0,0
551_CEA_Bachelor_of_Science_in_Civil_Engineering_2sem_2024-2025,551,1,CEA,Bachelor of Science in Civil Engineering,2sem,2024-2025,2024.0,2,1.75,1.75,0.6871842709362768,10,1.0,2.75,0,0,0,0.0,0,0,0
551_CEA_Bachelor_of_Science_in_Mechanical_Engineering_2sem_2024-2025,551,1,CEA,Bachelor of Science in Mechanical Engineering,2sem,2024-2025,2024.0,2,1.57,1.5681818181818181,0.4622081388685877,11,1.0,2.25,0,0,0,0.0,0,0,0
551_CTEC_Bachelor_of_Science_in_Industrial_Technology_2sem_2024-2025,551,0,CTEC,Bachelor of Science in Industrial Technology,2sem,2024-2025,2024.0,2,1.83,1.8333333333333333,0.5303300858899106,9,1.0,2.75,0,0,0,0.0,0,0,0
552_CAHS_Bachelor_of_Science_in_Nursing_2sem_2024-2025,552,1,CAHS,Bachelor of Science in Nursing,2sem,2024-2025,2024.0,2,1.93,1.9285714285714286,0.40089186286863654,7,1.5,2.5,0,0,0,0.0,0,0,0
552_CBA_Bachelor_of_Science_in_Hospitality_Management_2sem_2024-2025,552,0,CBA,Bachelor of Science in Hospitality Management,2sem,2024-2025,2024.0,2,1.53,1.53125,0.31160586368955623,8,1.0,2.0,0,0,0,0.0,0,0,0
552_CBA_Bachelor_of_Science_in_Tourism_Management_2sem_2024-2025,552,1,CBA,Bachelor of Science in Tourism Management,2sem,2024-2025,2024.0,2,1.47,1.4722222222222223,0.31732387941099616,9,1.0,2.0,0,0,0,0.0,0,0,0
552_CCST_Bachelor_of_Science_in_Information_Technology_2sem_2024-2025,552,0,CCST,Bachelor of Science in Information Technology,2sem,2024-2025,2024.0,2,1.72,1.725,0.36228441865473593,10,1.25,2.25,0,0,0,0.0,0,0,0
552_CEA_Bachelor_of_Science_in_Architecture_2sem_2024-2025,552,1,CEA,Bachelor of Science in Architecture,2sem,2024-2025,2024.0,2,3.0,3.0,,1,3.0,3.0,0,0,1,1.0,0,0,0
552_CEA_Bachelor_of_Science_in_Civil_Engineering_2sem_2024-2025,552,0,CEA,Bachelor of Science in Civil Engineering,2sem,2024-2025,2024.0,2,1.3,1.3,0.3872983346207417,10,1.0,2.0,0,0,0,0.0,0,0,0
552_CEA_Bachelor_of_Science_in_Mechanical_Engineering_2sem_2024-2025,552,0,CEA,Bachelor of Science in Mechanical Engineering,2sem,2024-2025,2024.0,2,1.45,1.4545454545454546,0.5680909018170179,11,1.0,2.75,0,0,0,0.0,0,0,0
552_CTEC_Bachelor_of_Science_in_Industrial_Technology_2sem_2024-2025,552,0,CTEC,Bachelor of Science in Industrial Technology,2sem,2024-2025,2024.0,2,1.69,1.6875,0.2912411862553588,8,1.25,2.25,0,0,0,0.0,0,0,0
553_CAHS_Bachelor_of_Science_in_Nursing_2sem_2024-2025,553,0,CAHS,Bachelor of Science in Nursing,2sem,2024-2025,2024.0,2,1.57,1.5714285714285714,0.4940117600296769,7,1.0,2.5,0,0,0,0.0,0,0,0
553_CBA_Bachelor_of_Science_in_Hospitality_Management_2sem_2024-2025,553,0,CBA,Bachelor of Science in Hospitality Management,2sem,2024-2025,2024.0,2,1.43,1.4318181818181819,0.37233904393222533,11,1.0,2.0,0,0,0,0.0,0,0,0
553_CBA_Bachelor_of_Science_in_Tourism_Management_2sem_2024-2025,553,0,CBA,Bachelor of Science in Tourism Management,2sem,2024-2025,2024.0,2,1.36,1.3611111111111112,0.2825970826302195,9,1.0,2.0,0,0,0,0.0,0,0,0
553_CCST_Bachelor_of_Science_in_Information_Technology_2sem_2024-2025,553,0,CCST,Bachelor of Science in Information Technology,2sem,2024-2025,2024.0,2,1.12,1.125,0.1767766952966369,2,1.0,1.25,0,0,0,0.0,0,0,0
553_CEA_Bachelor_of_Science_in_Architecture_2sem_2024-2025,553,1,CEA,Bachelor of Science in Architecture,2sem,2024-2025,2024.0,2,3.34,3.340909090909091,1.7076033177846344,11,1.0,5.0,1,0,6,0.5454545454545454,1,0,1
553_CEA_Bachelor_of_Science_in_Civil_Engineering_2sem_2024-2025,553,1,CEA,Bachelor of Science in Civil Engineering,2sem,2024-2025,2024.0,2,2.12,2.125,0.7541551564499178,6,1.25,3.0,0,0,2,0.3333333333333333,0,0,0
553_CEA_Bachelor_of_Science_in_Mechanical_Engineering_2sem_2024-2025,553,0,CEA,Bachelor of Science in Mechanical Engineering,2sem,2024-2025,2024.0,2,1.73,1.7272727272727273,0.702269049710877,11,1.0,3.0,0,0,2,0.18181818181818182,0,0,0
553_CTEC_Bachelor_of_Science_in_Industrial_Technology_2sem_2024-2025,553,0,CTEC,Bachelor of Science in Industrial Technology,2sem,2024-2025,2024.0,2,1.6,1.6,0.2934469476943168,10,1.0,2.0,0,0,0,0.0,0,0,0
554_CAHS_Bachelor_of_Science_in_Nursing_2sem_2024-2025,554,0,CAHS,Bachelor of Science in Nursing,2sem,2024-2025,2024.0,2,1.38,1.375,0.3614994027406106,12,1.0,2.25,0,0,0,0.0,0,0,0
554_CBA_Bachelor_of_Science_in_Hospitality_Management_2sem_2024-2025,554,1,CBA,Bachelor of Science in Hospitality Management,2sem,2024-2025,2024.0,2,1.0,1.0,,1,1.0,1.0,0,0,0,0.0,0,0,0
554_CBA_Bachelor_of_Science_in_Tourism_Management_2sem_2024-2025,554,0,CBA,Bachelor of Science in Tourism Management,2sem,2024-2025,2024.0,2,1.5,1.5,0.15811388300841897,6,1.25,1.75,0,0,0,0.0,0,0,0
554_CCST_Bachelor_of_Science_in_Information_Technology_2sem_2024-2025,554,1,CCST,Bachelor of Science in Information Technology,2sem,2024-2025,2024.0,2,1.29,1.2857142857142858,0.17251638983558856,7,1.0,1.5,0,0,0,0.0,0,0,0
554_CEA_Bachelor_of_Science_in_Architecture_2sem_2024-2025,554,1,CEA,Bachelor of Science in Architecture,2sem,2024-2025,2024.0,2,1.77,1.7727272727272727,0.4395245364957663,11,1.25,2.5,0,0,0,0.0,0,0,0
554_CEA_Bachelor_of_Science_in_Civil_Engineering_2sem_2024-2025,554,1,CEA,Bachelor of Science in Civil Engineering,2sem,2024-2025,2024.0,2,2.06,2.0625,0.6512350903146596,8,1.25,3.0,0,0,1,0.125,0,0,0
554_CEA_Bachelor_of_Science_in_Mechanical_Engineering_2sem_2024-2025,554,0,CEA,Bachelor of Science in Mechanical Engineering,2sem,2024-2025,2024.0,2,1.68,1.6818181818181819,0.4755379728648004,11,1.0,2.5,0,0,0,0.0,0,0,0
554_CTEC_Bachelor_of_Science_in_Industrial_Technology_2sem_2024-2025,554,0,CTEC,Bachelor of Science in Industrial Technology,2sem,2024-2025,2024.0,2,1.72,1.7222222222222223,0.551198189805123,9,1.25,3.0,0,0,1,0.1111111111111111,0,0,0
555_CAHS_Bachelor_of_Science_in_Nursing_2sem_2024-2025,555,1,CAHS,Bachelor of Science in Nursing,2sem,2024-2025,2024.0,2,1.83,1.8333333333333333,0.6291528696058958,3,1.25,2.5,0,0,0,0.0,0,0,0
555_CBA_Bachelor_of_Science_in_Hospitality_Management_2sem_2024-2025,555,1,CBA,Bachelor of Science in Hospitality Management,2sem,2024-2025,2024.0,2,1.33,1.3333333333333333,0.3307189138830738,9,1.0,2.0,0,0,0,0.0,0,0,0
555_CBA_Bachelor_of_Science_in_Tourism_Management_2sem_2024-2025,555,0,CBA,Bachelor of Science in Tourism Management,2sem,2024-2025,2024.0,2,1.44,1.4375,0.25877458475338283,8,1.0,1.75,0,0,0,0.0,0,0,0
555_CCST_Bachelor_of_Science_in_Information_Technology_2sem_2024-2025,555,1,CCST,Bachelor of Science in Information Technology,2sem,2024-2025,2024.0,2,1.12,1.125,0.1767766952966369,2,1.0,1.25,0,0,0,0.0,0,0,0
555_CEA_Bachelor_of_Science_in_Architecture_2sem_2024-2025,555,1,CEA,Bachelor of Science in Architecture,2sem,2024-2025,2024.0,2,2.12,2.125,0.47871355387816905,5,0.0,2.75,0,1,0,0.0,0,1,1
555_CEA_Bachelor_of_Science_in_Civil_Engineering_2sem_2024-2025,555,1,CEA,Bachelor of Science in Civil Engineering,2sem,2024-2025,2024.0,2,4.38,4.375,1.5309310892394863,6,1.25,5.0,1,0,5,0.8333333333333334,1,0,1
555_CEA_Bachelor_of_Science_in_Mechanical_Engineering_2sem_2024-2025,555,0,CEA,Bachelor of Science in Mechanical Engineering,2sem,2024-2025,2024.0,2,1.75,1.75,0.5,8,1.25,2.5,0,0,0,0.0,0,0,0
555_CTEC_Bachelor_of_Science_in_Industrial_Technology_2sem_2024-2025,555,0,CTEC,Bachelor of Science in Industrial Technology,2sem,2024-2025,2024.0,2,2.12,2.125,1.0752906583803283,10,1.25,5.0,1,0,1,0.1,1,0,1
556_CAHS_Bachelor_of_Science_in_Nursing_2sem_2024-2025,556,0,CAHS,Bachelor of Science in Nursing,2sem,2024-2025,2024.0,2,1.35,1.3541666666666667,0.3100281023430364,12,1.0,2.0,0,0,0,0.0,0,0,0
556_CBA_Bachelor_of_Science_in_Hospitality_Management_2sem_2024-2025,556,0,CBA,Bachelor of Science in Hospitality Management,2sem,2024-2025,2024.0,2,1.41,1.40625,0.2969337347913552,8,1.0,1.75,0,0,0,0.0,0,0,0
556_CBA_Bachelor_of_Science_in_Tourism_Management_2sem_2024-2025,556,1,CBA,Bachelor of Science in Tourism Management,2sem,2024-2025,2024.0,2,1.66,1.65625,0.42125450400305176,8,1.0,2.25,0,0,0,0.0,0,0,0
556_CCST_Bachelor_of_Science_in_Information_Technology_2sem_2024-2025,556,1,CCST,Bachelor of Science in Information Technology,2sem,2024-2025,2024.0,2,2.82,2.825,1.532291312599098,10,1.25,5.0,1,0,3,0.3,1,0,1
556_CEA_Bachelor_of_Science_in_Architecture_2sem_2024-2025,556,1,CEA,Bachelor of Science in Architecture,2sem,2024-2025,2024.0,2,1.55,1.55,0.510990323891863,10,1.0,2.75,0,0,0,0.0,0,0,0
556_CEA_Bachelor_of_Science_in_Civil_Engineering_2sem_2024-2025,556,1,CEA,Bachelor of Science in Civil Engineering,2sem,2024-2025,2024.0,2,2.04,2.0357142857142856,0.6362090102803517,7,1.0,3.0,0,0,1,0.14285714285714285,0,0,0
556_CEA_Bachelor_of_Science_in_Mechanical_Engineering_2sem_2024-2025,556,1,CEA,Bachelor of Science in Mechanical Engineering,2sem,2024-2025,2024.0,2,2.19,2.1944444444444446,0.4289845892077917,9,1.75,3.0,0,0,1,0.1111111111111111,0,0,0
556_CTEC_Bachelor_of_Science_in_Industrial_Technology_2sem_2024-2025,556,0,CTEC,Bachelor of Science in Industrial Technology,2sem,2024-2025,2024.0,2,2.22,2.225,1.003120132386944,10,1.5,5.0,1,0,1,0.1,1,0,1
557_CAHS_Bachelor_of_Science_in_Nursing_2sem_2024-2025,557,1,CAHS,Bachelor of Science in Nursing,2sem,2024-2025,2024.0,2,1.5,1.5,0.4330127018922193,7,1.0,2.25,0,0,0,0.0,0,0,0
557_CBA_Bachelor_of_Science_in_Hospitality_Management_2sem_2024-2025,557,0,CBA,Bachelor of Science in Hospitality Management,2sem,2024-2025,2024.0,2,1.27,1.2727272727272727,0.23596995186213474,11,1.0,1.5,0,0,0,0.0,0,0,0
557_CBA_Bachelor_of_Science_in_Tourism_Management_2sem_2024-2025,557,1,CBA,Bachelor of Science in Tourism Management,2sem,2024-2025,2024.0,2,1.0,1.0,,1,1.0,1.0,0,0,0,0.0,0,0,0
557_CCST_Bachelor_of_Science_in_Information_Technology_2sem_2024-2025,557,1,CCST,Bachelor of Science in Information Technology,2sem,2024-2025,2024.0,2,1.38,1.375,0.27003086243366087,10,1.0,1.75,0,0,0,0.0,0,0,0
557_CEA_Bachelor_of_Science_in_Architecture_2sem_2024-2025,557,1,CEA,Bachelor of Science in Architecture,2sem,2024-2025,2024.0,2,2.1,2.1,1.1972189997378648,10,1.0,5.0,1,0,1,0.1,1,0,1
557_CEA_Bachelor_of_Science_in_Civil_Engineering_2sem_2024-2025,557,0,CEA,Bachelor of Science in Civil Engineering,2sem,2024-2025,2024.0,2,1.98,1.9772727272727273,0.6169941800226467,11,1.0,3.0,0,0,1,0.09090909090909091,0,0,0
557_CEA_Bachelor_of_Science_in_Mechanical_Engineering_2sem_2024-2025,557,1,CEA,Bachelor of Science in Mechanical Engineering,2sem,2024-2025,2024.0,2,1.5,1.5,0.2988071523335984,8,1.25,2.0,0,0,0,0.0,0,0,0
557_CTEC_Bachelor_of_Science_in_Industrial_Technology_2sem_2024-2025,557,0,CTEC,Bachelor of Science in Industrial Technology,2sem,2024-2025,2024.0,2,1.78,1.7777777777777777,0.5788518328937419,9,1.25,3.0,0,0,1,0.1111111111111111,0,0,0
558_CAHS_Bachelor_of_Science_in_Nursing_2sem_2024-2025,558,0,CAHS,Bachelor of Science in Nursing,2sem,2024-2025,2024.0,2,1.68,1.6785714285714286,0.5536674263920707,7,1.0,2.5,0,0,0,0.0,0,0,0
558_CBA_Bachelor_of_Science_in_Hospitality_Management_2sem_2024-2025,558,0,CBA,Bachelor of Science in Hospitality Management,2sem,2024-2025,2024.0,2,2.06,2.0555555555555554,0.6934715407122183,9,1.0,3.0,0,0,1,0.1111111111111111,0,0,0
558_CBA_Bachelor_of_Science_in_Tourism_Management_2sem_2024-2025,558,0,CBA,Bachelor of Science in Tourism Management,2sem,2024-2025,2024.0,2,1.42,1.4166666666666667,0.25,9,1.0,1.75,0,0,0,0.0,0,0,0
558_CCST_Bachelor_of_Science_in_Information_Technology_2sem_2024-2025,558,0,CCST,Bachelor of Science in Information Technology,2sem,2024-2025,2024.0,2,2.02,2.025,1.1331494948936693,10,1.0,5.0,1,0,1,0.1,1,0,1
558_CEA_Bachelor_of_Science_in_Architecture_2sem_2024-2025,558,0,CEA,Bachelor of Science in Architecture,2sem,2024-2025,2024.0,2,1.92,1.925,0.6129391849477764,10,1.25,3.0,0,0,1,0.1,0,0,0
558_CEA_Bachelor_of_Science_in_Civil_Engineering_2sem_2024-2025,558,1,CEA,Bachelor of Science in Civil Engineering,2sem,2024-2025,2024.0,2,5.0,5.0,,10,0.0,5.0,1,1,1,0.1,1,1,1
558_CEA_Bachelor_of_Science_in_Mechanical_Engineering_2sem_2024-2025,558,0,CEA,Bachelor of Science in Mechanical Engineering,2sem,2024-2025,2024.0,2,1.5,1.5,0.4743416490252569,11,1.0,2.5,0,0,0,0.0,0,0,0
558_CTEC_Bachelor_of_Science_in_Industrial_Technology_2sem_2024-2025,558,0,CTEC,Bachelor of Science in Industrial Technology,2sem,2024-2025,2024.0,2,1.69,1.6944444444444444,0.3004626062886658,9,1.25,2.0,0,0,0,0.0,0,0,0
559_CAHS_Bachelor_of_Science_in_Nursing_2sem_2024-2025,559,0,CAHS,Bachelor of Science in Nursing,2sem,2024-2025,2024.0,2,1.42,1.4166666666666667,0.48068763876410014,12,1.0,2.25,0,0,0,0.0,0,0,0
559_CBA_Bachelor_of_Science_in_Hospitality_Management_2sem_2024-2025,559,0,CBA,Bachelor of Science in Hospitality Management,2sem,2024-2025,2024.0,2,2.61,2.611111111111111,1.4148272371958035,9,1.0,5.0,1,0,2,0.2222222222222222,1,0,1
559_CBA_Bachelor_of_Science_in_Tourism_Management_2sem_2024-2025,559,0,CBA,Bachelor of Science in Tourism Management,2sem,2024-2025,2024.0,2,1.56,1.5625,0.32043497223082784,8,1.25,2.0,0,0,0,0.0,0,0,0
559_CCST_Bachelor_of_Science_in_Information_Technology_2sem_2024-2025,559,0,CCST,Bachelor of Science in Information Technology,2sem,2024-2025,2024.0,2,1.56,1.5625,0.37201190457142247,8,1.0,2.25,0,0,0,0.0,0,0,0
559_CEA_Bachelor_of_Science_in_Architecture_2sem_2024-2025,559,0,CEA,Bachelor of Science in Architecture,2sem,2024-2025,2024.0,2,2.21,2.2142857142857144,0.33629635456727464,7,1.75,2.75,0,0,0,0.0,0,0,0
559_CEA_Bachelor_of_Science_in_Civil_Engineering_2sem_2024-2025,559,1,CEA,Bachelor of Science in Civil Engineering,2sem,2024-2025,2024.0,2,2.43,2.4318181818181817,1.3605647223253892,11,1.0,5.0,1,0,2,0.18181818181818182,1,0,1
559_CEA_Bachelor_of_Science_in_Mechanical_Engineering_2sem_2024-2025,559,0,CEA,Bachelor of Science in Mechanical Engineering,2sem,2024-2025,2024.0,2,1.66,1.65625,0.42125450400305176,8,1.0,2.25,0,0,0,0.0,0,0,0
559_CTEC_Bachelor_of_Science_in_Industrial_Technology_2sem_2024-2025,559,0,CTEC,Bachelor of Science in Industrial Technology,2sem,2024-2025,2024.0,2,4.03,4.025,1.6005641366579335,10,1.25,5.0,1,0,7,0.7,1,0,1
55_CAHS_Bachelor_of_Science_in_Midwifery_2sem_2024-2025,55,1,CAHS,Bachelor of Science in Midwifery,2sem,2024-2025,2024.0,2,2.25,2.25,0.4743416490252569,6,1.75,2.75,0,0,0,0.0,0,0,0
55_CAHS_Bachelor_of_Science_in_Nursing_2sem_2024-2025,55,0,CAHS,Bachelor of Science in Nursing,2sem,2024-2025,2024.0,2,1.39,1.3928571428571428,0.3181045051401759,7,1.0,1.75,0,0,0,0.0,0,0,0
55_CAHS_Bachelor_of_Science_in_Public_Health_2sem_2024-2025,55,0,CAHS,Bachelor of Science in Public Health,2sem,2024-2025,2024.0,2,1.94,1.9444444444444444,0.5270462766947299,9,1.0,2.75,0,0,0,0.0,0,0,0
55_CBA_Bachelor_of_Science_in_Hospitality_Management_2sem_2024-2025,55,0,CBA,Bachelor of Science in Hospitality Management,2sem,2024-2025,2024.0,2,1.34,1.3409090909090908,0.32157283919679985,11,1.0,1.75,0,0,0,0.0,0,0,0
55_CBA_Bachelor_of_Science_in_Tourism_Management_2sem_2024-2025,55,1,CBA,Bachelor of Science in Tourism Management,2sem,2024-2025,2024.0,2,1.62,1.625,0.13693063937629152,6,1.5,1.75,0,0,0,0.0,0,0,0
55_CCST_Bachelor_of_Science_in_Computer_Science_2sem_2024-2025,55,0,CCST,Bachelor of Science in Computer Science,2sem,2024-2025,2024.0,2,1.56,1.5555555555555556,0.27322660517925007,9,1.25,2.0,0,0,0,0.0,0,0,0
55_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_2sem_2024-2025,55,0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2sem,2024-2025,2024.0,2,2.31,2.3055555555555554,1.1094605796411956,9,1.0,5.0,1,0,1,0.1111111111111111,1,0,1
55_CCST_Bachelor_of_Science_in_Information_Technology_2sem_2024-2025,55,1,CCST,Bachelor of Science in Information Technology,2sem,2024-2025,2024.0,2,1.56,1.5625,0.37201190457142247,8,1.0,2.0,0,0,0,0.0,0,0,0
55_CEA_Bachelor_of_Science_in_Architecture_2sem_2024-2025,55,0,CEA,Bachelor of Science in Architecture,2sem,2024-2025,2024.0,2,1.92,1.9166666666666667,0.43779751788545657,6,1.5,2.75,0,0,0,0.0,0,0,0
55_CEA_Bachelor_of_Science_in_Civil_Engineering_2sem_2024-2025,55,0,CEA,Bachelor of Science in Civil Engineering,2sem,2024-2025,2024.0,2,2.09,2.09375,0.6258922202972101,8,1.25,3.0,0,0,1,0.125,0,0,0
55_CEA_Bachelor_of_Science_in_Computer_Engineering_2sem_2024-2025,55,1,CEA,Bachelor of Science in Computer Engineering,2sem,2024-2025,2024.0,2,2.17,2.1666666666666665,1.4023789311975088,6,1.25,5.0,1,0,1,0.16666666666666666,1,0,1
55_CEA_Bachelor_of_Science_in_Electrical_Engineering_2sem_2024-2025,55,0,CEA,Bachelor of Science in Electrical Engineering,2sem,2024-2025,2024.0,2,2.83,2.8333333333333335,1.7151287609583912,6,1.25,5.0,1,0,2,0.3333333333333333,1,0,1
55_CEA_Bachelor_of_Science_in_Electronics_Engineering_2sem_2024-2025,55,0,CEA,Bachelor of Science in Electronics Engineering,2sem,2024-2025,2024.0,2,1.81,1.8055555555555556,0.7580585582775105,9,1.0,3.0,0,0,1,0.1111111111111111,0,0,0
55_CEA_Bachelor_of_Science_in_Industrial_Engineering_2sem_2024-2025,55,1,CEA,Bachelor of Science in Industrial Engineering,2sem,2024-2025,2024.0,2,2.53,2.5277777777777777,0.4583333333333333,9,1.75,3.0,0,0,3,0.3333333333333333,0,0,0
55_CEA_Bachelor_of_Science_in_Mechanical_Engineering_2sem_2024-2025,55,0,CEA,Bachelor of Science in Mechanical Engineering,2sem,2024-2025,2024.0,2,1.98,1.975,0.7016844811673628,10,1.0,3.0,0,0,1,0.1,0,0,0
55_COAS_Bachelor_of_Arts_in_Communication_2sem_2024-2025,55,0,COAS,Bachelor of Arts in Communication,2sem,2024-2025,2024.0,2,2.21,2.2083333333333335,1.37310475444034,6,1.5,5.0,1,0,1,0.16666666666666666,1,0,1
55_CTEC_Bachelor_of_Science_in_Industrial_Technology_2sem_2024-2025,55,0,CTEC,Bachelor of Science in Industrial Technology,2sem,2024-2025,2024.0,2,2.94,2.9375,1.3545558048937771,8,1.5,5.0,1,0,3,0.375,1,0,1
